,Amplitude,Phase_circle,Phase,Decay_rate,Period,Rhythmicity
TRINITY_DN11004_c0_g1_i4.1,7.748570734,324.4030582,9.066860057,0.98013251,10.06177204,rhythmic
TRINITY_DN54366_c0_g1_i7.1,0.835184108,27.01799957,1.015559426,0.93329455,13.53177137,rhythmic
TRINITY_DN191264_c3_g1_i1.1,22.99842505,227.9290945,8.509707686,0.881309648,13.44056043,rhythmic
TRINITY_DN985_c0_g1_i2.1,0.113845266,67.59833527,2.342162775,1.276805767,12.47336337,nonrhythmic
TRINITY_DN20452_c0_g1_i1.1,0.084212714,204.7764715,5.737816931,1.007403976,10.08716519,rhythmic
TRINITY_DN2887_c0_g1_i3.1,29.07925296,215.0979036,7.340190153,0.620862596,12.28495681,nonrhythmic
TRINITY_DN114811_c0_g1_i8.1,0.208008223,56.89778003,2.375026222,0.968744062,15.02711423,rhythmic
TRINITY_DN48746_c0_g1_i1.1,0.702343923,243.0205789,7.384601656,0.783994095,10.93922419,nonrhythmic
TRINITY_DN8602_c0_g2_i1.1,0.257590484,5.993082399,0.191781518,0.980649518,11.52017305,rhythmic
TRINITY_DN4094_c0_g1_i10.1,7.875129941,296.9491066,7.758775675,0.722004968,9.406188405,nonrhythmic
TRINITY_DN66445_c0_g1_i2.1,0.048369118,112.7921603,3.905999068,1.055618873,12.46682093,rhythmic
TRINITY_DN24981_c1_g1_i2.1,0.099989523,280.001558,12.80494453,1.181197659,16.4634085,rhythmic
TRINITY_DN5204_c0_g1_i1.1,0.11410979,153.870427,6.72701591,0.968498441,15.73873404,rhythmic
TRINITY_DN6430_c0_g1_i13.1,87.46037523,203.7452929,5.424483015,1.224146895,9.584584056,nonrhythmic
TRINITY_DN17720_c0_g2_i1.1,0.062817478,131.2983453,3.111730889,1.05395183,8.531890615,rhythmic
TRINITY_DN35960_c0_g1_i10.1,0.036100499,233.453596,7.747036375,1.152267623,11.94641309,rhythmic
TRINITY_DN198114_c0_g1_i1.1,0.149692786,179.8162821,7.095085212,1.12267026,14.20466849,rhythmic
TRINITY_DN245908_c0_g1_i1.1,0.063430702,315.543266,9.229785243,1.276380269,10.5301651,nonrhythmic
TRINITY_DN22826_c0_g1_i2.1,1.213715274,317.8481284,10.85004716,1.011503837,12.28894125,rhythmic
TRINITY_DN140002_c1_g1_i2.1,0.060816533,177.2613253,6.958004571,1.000572887,14.13101048,rhythmic
TRINITY_DN40920_c0_g1_i6.1,0.688915076,355.8131198,14.53701565,1.201238147,14.70807382,nonrhythmic
TRINITY_DN6882_c0_g1_i6.1,0.009111454,102.3174634,2.740744306,1.356031808,9.64320183,nonrhythmic
TRINITY_DN13378_c0_g1_i5.1,4.726986968,252.8547064,8.999906311,1.075215727,12.8135494,rhythmic
TRINITY_DN18504_c6_g1_i1.1,0.011082795,204.4703594,6.472218504,1.074934673,11.39528814,rhythmic
TRINITY_DN46878_c0_g1_i1.1,4.300822456,120.0488869,17.88784993,0.453303774,53.64169666,nonrhythmic
TRINITY_DN24748_c0_g1_i1.1,14.57531491,321.8991996,12.52088246,1.061293105,14.00288566,rhythmic
TRINITY_DN7486_c2_g1_i1.1,491.0131897,37.20079613,1.002256373,0.939581549,9.699047651,rhythmic
TRINITY_DN8525_c0_g1_i1.1,2.752681076,308.4968319,11.48930347,1.144213459,13.40742861,rhythmic
TRINITY_DN24347_c0_g1_i1.1,0.173897934,343.8567571,11.22464208,0.961590079,11.75161187,rhythmic
TRINITY_DN227_c0_g2_i6.1,2.013592413,11.14626315,0.286636302,0.890853593,9.257727678,rhythmic
TRINITY_DN48670_c0_g1_i8.1,0.529159698,66.63384819,2.366745132,0.960144812,12.78671832,rhythmic
TRINITY_DN61199_c0_g1_i7.1,0.136067811,112.0990616,3.405390132,0.942954195,10.936224,rhythmic
TRINITY_DN48402_c0_g1_i2.1,2.534927581,17.58992036,0.524351678,0.968577051,10.73152125,rhythmic
TRINITY_DN8096_c0_g1_i9.1,0.045972673,23.98499125,0.838965987,1.132157583,12.59236463,rhythmic
TRINITY_DN2644_c1_g1_i5.1,4.34599835,245.4875751,6.59365035,0.844608607,9.669386017,rhythmic
TRINITY_DN850_c2_g1_i13.1,0.996845994,28.78698646,0.889907366,0.957496375,11.12887075,rhythmic
TRINITY_DN73689_c0_g1_i3.1,2.386094011,7.106484405,0.18095959,1.056021982,9.167043597,rhythmic
TRINITY_DN21994_c0_g1_i1.1,0.04676526,346.7049188,11.95833232,0.98370962,12.41689806,rhythmic
TRINITY_DN8872_c1_g1_i3.1,0.273233019,236.0066629,7.990319186,0.954156086,12.18827838,rhythmic
TRINITY_DN12178_c0_g1_i3.1,0.021191715,157.3793491,7.729270896,1.035150876,17.6804488,rhythmic
TRINITY_DN51945_c1_g1_i2.1,1.093884664,258.5827261,9.115118289,1.016665805,12.69010747,rhythmic
TRINITY_DN13429_c0_g1_i4.1,0.029880673,222.3130175,8.679956989,1.106108149,14.05578742,rhythmic
TRINITY_DN15377_c0_g1_i20.1,0.406604604,313.7117112,13.45659667,1.202274,15.4421229,nonrhythmic
TRINITY_DN7574_c0_g1_i2.1,2.731158936,64.59121909,2.203451499,0.833634369,12.2809656,rhythmic
TRINITY_DN15840_c1_g1_i1.1,0.110197062,51.14409724,1.646130683,1.09091896,11.58700765,rhythmic
TRINITY_DN1400_c0_g1_i6.1,0.560829813,237.2443915,18.98449981,0.985438731,28.80750896,rhythmic
TRINITY_DN605_c0_g1_i7.1,0.78446652,70.78644179,2.17914779,1.008161801,11.0825348,rhythmic
TRINITY_DN3460_c0_g2_i1.1,2.080225829,41.35457052,1.921251446,0.951965858,16.72488705,rhythmic
TRINITY_DN4727_c1_g1_i5.1,5.394244856,152.5352988,4.366956902,0.949421552,10.30649625,rhythmic
TRINITY_DN58471_c0_g1_i1.1,2.967643506,16.67678198,0.937730673,1.310384764,20.24269687,nonrhythmic
TRINITY_DN31457_c0_g1_i8.1,0.02293173,238.3293276,8.969332535,0.998748668,13.54831042,rhythmic
TRINITY_DN27139_c0_g1_i3.1,0.105596195,345.2563562,10.40139308,0.965706913,10.84556864,rhythmic
TRINITY_DN4569_c0_g1_i5.1,0.040711395,235.2460253,8.951495183,0.781961322,13.69858752,nonrhythmic
TRINITY_DN24981_c3_g4_i6.1,1912.534651,218.7579298,7.733210407,1.008070994,12.72619351,rhythmic
TRINITY_DN211614_c0_g1_i1.1,31.99921354,191.0494141,5.155904721,0.925915086,9.715422096,rhythmic
TRINITY_DN32801_c0_g1_i10.1,1.454256931,48.77364059,1.754933778,0.825888089,12.9532295,rhythmic
TRINITY_DN2190_c0_g1_i2.1,4.029739317,48.9495965,1.734445104,0.858832086,12.75598334,rhythmic
TRINITY_DN22678_c0_g1_i8.1,0.073095197,285.9965166,17.08452804,0.984879907,21.50526226,rhythmic
TRINITY_DN43212_c0_g1_i1.1,0.038349361,139.1325303,3.96269935,1.038445303,10.25333013,rhythmic
TRINITY_DN8497_c0_g1_i1.1,3.32659089,272.5647776,7.858810102,0.986107532,10.37981379,rhythmic
TRINITY_DN881_c0_g1_i14.1,1.359412781,194.8418131,8.200811291,0.962524294,15.15225104,rhythmic
TRINITY_DN45823_c0_g1_i4.1,0.004705203,339.9486414,8.972005168,0.843468112,9.50120538,rhythmic
TRINITY_DN3689_c2_g1_i3.1,2.463232426,244.8714664,7.86554083,0.680396274,11.56359596,nonrhythmic
TRINITY_DN793_c2_g1_i1.1,8.815028567,236.6312987,8.160818797,0.837391513,12.41549526,rhythmic
TRINITY_DN3041_c0_g1_i5.1,0.052691719,202.628879,7.306231198,1.080325647,12.9805941,rhythmic
TRINITY_DN34272_c0_g1_i1.1,2.278149324,307.9099619,8.37249685,0.809309939,9.78889688,rhythmic
TRINITY_DN24245_c0_g1_i4.1,10.19420215,272.6459602,7.998935925,0.967480989,10.56174436,rhythmic
TRINITY_DN42231_c0_g1_i1.1,0.076361583,9.553077945,0.236956996,1.006261902,8.929532339,rhythmic
TRINITY_DN8226_c0_g1_i10.1,0.451985882,20.89144096,0.681905965,1.157987084,11.7505608,rhythmic
TRINITY_DN12262_c0_g1_i10.1,2.428540882,154.9978121,4.431986659,0.977779535,10.29379174,rhythmic
TRINITY_DN8949_c0_g1_i5.1,0.993807863,134.7434137,5.004264704,0.823488428,13.37011765,rhythmic
TRINITY_DN20234_c0_g1_i8.1,0.725668212,215.3888591,7.447076178,0.973804207,12.44701066,rhythmic
TRINITY_DN14798_c0_g1_i16.1,0.992069652,306.9872102,7.740053311,0.963322318,9.076662153,rhythmic
TRINITY_DN28036_c0_g2_i7.1,0.037718199,305.5454391,13.66031237,1.154690151,16.09486454,rhythmic
TRINITY_DN12519_c0_g1_i9.1,0.471279632,0.184921036,0.00652854,1.076319849,12.70961104,rhythmic
TRINITY_DN52834_c0_g1_i3.1,0.017869619,268.3141274,12.67302392,1.184312853,17.00353484,rhythmic
TRINITY_DN12854_c0_g1_i2.1,0.224532447,290.0790832,9.451504241,0.987780777,11.72970312,rhythmic
TRINITY_DN48801_c0_g1_i2.1,1.435843639,235.6009852,9.868038657,1.249942396,15.07843404,nonrhythmic
TRINITY_DN14190_c1_g1_i1.1,0.481971378,71.47298379,2.457364756,0.930009238,12.37742242,rhythmic
TRINITY_DN141_c12_g1_i1.1,0.339476597,301.3704302,9.782190628,1.018820387,11.68524936,rhythmic
TRINITY_DN12106_c0_g2_i1.1,14.97919397,271.7873267,8.003483879,0.819718455,10.6011352,rhythmic
TRINITY_DN15595_c0_g1_i4.1,19.21198394,296.2796673,8.453968951,0.909338624,10.27214878,rhythmic
TRINITY_DN123479_c0_g1_i6.1,0.020595769,109.4111092,2.910855504,1.009602443,9.577710974,rhythmic
TRINITY_DN7527_c0_g1_i1.1,258.7267124,298.8887278,8.699252753,0.960457647,10.47791603,rhythmic
TRINITY_DN87539_c0_g2_i4.1,0.01570707,314.8338299,19.22123418,1.051965561,21.97871908,rhythmic
TRINITY_DN12321_c0_g1_i20.1,2.570464269,139.2163705,4.038977793,1.052061535,10.44440392,rhythmic
TRINITY_DN31500_c1_g1_i2.1,0.072030234,97.70857834,3.00596209,1.012724266,11.07524406,rhythmic
TRINITY_DN13458_c0_g1_i1.1,2.005248887,338.5802372,9.381532834,1.006831525,9.975041213,rhythmic
TRINITY_DN256536_c0_g1_i1.1,0.016289938,238.261256,7.212945583,1.037984,10.89837456,rhythmic
TRINITY_DN1123_c1_g1_i1.1,0.283203113,20.86959721,0.761433616,0.970396895,13.13470974,rhythmic
TRINITY_DN23051_c0_g1_i3.1,0.081394344,6.894402871,0.271826631,0.939215011,14.19377267,rhythmic
TRINITY_DN8868_c0_g1_i20.1,2.636010584,190.2918621,4.28865361,0.864906223,8.113406861,rhythmic
TRINITY_DN5957_c0_g1_i7.1,0.367001872,24.15269885,1.553116408,0.997371024,23.14945879,rhythmic
TRINITY_DN1922_c0_g2_i2.1,0.957689204,233.7127166,10.69814316,0.911048442,16.47891306,rhythmic
TRINITY_DN3678_c1_g1_i3.1,0.214323774,232.1895373,10.64470871,0.536110453,16.50416801,nonrhythmic
TRINITY_DN8973_c2_g1_i4.1,0.373394404,148.1487523,13.63502851,0.977427671,33.13298417,rhythmic
TRINITY_DN66872_c1_g1_i7.1,0.006330286,47.65832138,1.523136768,1.018736168,11.50542488,rhythmic
TRINITY_DN8417_c2_g1_i1.1,0.208058819,14.64458005,0.459118428,0.923593501,11.28626655,rhythmic
TRINITY_DN77559_c0_g1_i1.1,0.080860365,74.78513526,2.043779788,1.042860889,9.838328448,rhythmic
TRINITY_DN8554_c0_g1_i7.1,1.951912106,149.1852912,4.203489875,0.835449464,10.14346886,rhythmic
TRINITY_DN9076_c0_g1_i15.1,20.52487333,302.0588854,8.076067452,0.965740654,9.625223501,rhythmic
TRINITY_DN691_c2_g2_i3.1,1.338723694,281.1261377,9.734580554,0.971045387,12.46575302,rhythmic
TRINITY_DN2206_c5_g1_i7.1,0.832100853,215.9801103,6.722097222,1.23050332,11.2045271,nonrhythmic
TRINITY_DN170059_c0_g1_i1.1,0.790390576,219.1629158,7.495312963,0.960333668,12.31190348,rhythmic
TRINITY_DN10721_c0_g1_i9.1,0.436300473,50.23619236,2.261887517,1.012890787,16.20902119,rhythmic
TRINITY_DN8591_c1_g1_i9.1,0.81615524,177.9066112,6.235322862,0.937308637,12.61738513,rhythmic
TRINITY_DN17907_c0_g1_i9.1,0.119191404,135.9848762,3.927998238,1.076009283,10.39879879,rhythmic
TRINITY_DN3097_c0_g1_i1.1,0.10266988,50.38195728,1.369752361,1.036064242,9.787449251,rhythmic
TRINITY_DN16907_c0_g1_i10.1,0.042160267,336.7298865,10.52337284,1.142708313,11.25060285,rhythmic
TRINITY_DN6241_c1_g1_i9.1,3.184656974,339.5449411,11.44654971,1.052002368,12.13611924,rhythmic
TRINITY_DN14066_c0_g1_i7.1,0.994345235,40.25062254,1.469720973,0.928599751,13.14512713,rhythmic
TRINITY_DN29152_c1_g1_i2.1,0.089540167,298.0442947,10.4941944,1.008849102,12.67566617,rhythmic
TRINITY_DN8286_c0_g1_i6.1,30.28552647,64.01908415,2.127067543,0.942098807,11.96118822,rhythmic
TRINITY_DN4661_c0_g1_i11.1,0.237669582,325.4215349,10.60160785,0.863160131,11.72810775,rhythmic
TRINITY_DN13744_c0_g1_i5.1,0.332237105,316.2484225,8.877192297,1.022039558,10.10531278,rhythmic
TRINITY_DN102837_c0_g1_i2.1,0.031152851,209.9077979,7.907223868,0.971815782,13.56119506,rhythmic
TRINITY_DN11064_c0_g1_i9.1,0.78963476,154.9472327,4.31637569,1.031342944,10.0285447,rhythmic
TRINITY_DN24652_c0_g1_i8.1,0.870682794,59.14242766,2.126229948,0.882326871,12.94236323,rhythmic
TRINITY_DN25145_c0_g1_i2.1,0.043644581,46.02831148,1.636694502,1.174387583,12.80103488,rhythmic
TRINITY_DN14587_c0_g1_i4.1,0.588878911,65.90262159,2.258148063,0.919334316,12.33537123,rhythmic
TRINITY_DN3035_c0_g2_i1.1,2.420065306,308.2235732,8.977906997,0.853878052,10.48604584,rhythmic
TRINITY_DN26017_c1_g1_i4.1,0.220719538,88.96291392,3.044720786,0.950619631,12.3208586,rhythmic
TRINITY_DN69696_c3_g1_i1.1,96487.31892,266.0565389,6.396081171,0.194608655,8.654510922,nonrhythmic
TRINITY_DN2887_c6_g1_i7.1,3.648474902,150.2942328,5.794525112,1.016386209,13.87963464,rhythmic
TRINITY_DN22578_c0_g1_i6.1,7.759518565,312.2290484,8.769493975,0.88702532,10.11122395,rhythmic
TRINITY_DN751_c0_g5_i2.1,2.133271683,122.5781088,3.575560144,0.813470713,10.50107286,rhythmic
TRINITY_DN35709_c0_g1_i10.1,0.041734225,287.1321934,7.563687996,1.130459666,9.483184891,rhythmic
TRINITY_DN2749_c0_g1_i5.1,2.248344322,295.3010258,8.4200821,0.918989024,10.26487987,rhythmic
TRINITY_DN15174_c0_g1_i20.1,1.539265992,343.9979335,13.3918529,0.903375351,14.01481397,rhythmic
TRINITY_DN10637_c0_g1_i4.1,0.122691718,323.961438,11.07345128,1.100783676,12.30529931,rhythmic
TRINITY_DN3430_c9_g1_i3.1,0.513274795,276.217258,8.23284004,0.912344671,10.73004068,rhythmic
TRINITY_DN14959_c0_g1_i16.1,1.378790153,49.93964444,1.764520539,0.867774636,12.71990222,rhythmic
TRINITY_DN55354_c0_g1_i4.1,0.031940325,128.6925437,3.356911163,1.029971095,9.390505341,rhythmic
TRINITY_DN18896_c0_g1_i12.1,0.563676161,40.11302078,1.469788826,0.93730418,13.19082849,rhythmic
TRINITY_DN19565_c0_g1_i8.1,0.040709594,233.5589224,8.608567735,1.047234075,13.26896165,rhythmic
TRINITY_DN28523_c1_g1_i2.1,0.0283088,142.9918005,5.79894439,1.062193406,14.59957825,rhythmic
TRINITY_DN13257_c0_g1_i6.1,0.009649897,310.7893045,9.84482136,1.059311074,11.40366042,rhythmic
TRINITY_DN8614_c0_g1_i4.1,14.67865703,284.5702032,8.356104212,0.990789219,10.57102073,rhythmic
TRINITY_DN9186_c3_g1_i2.1,176.7330401,297.463546,11.239975,1.349895396,13.60298112,nonrhythmic
TRINITY_DN4040_c0_g1_i5.1,1.47104964,262.0652082,8.626205939,1.01234889,11.84985279,rhythmic
TRINITY_DN49950_c0_g1_i1.1,0.354999084,343.6793433,13.23981278,0.88216138,13.86854548,rhythmic
TRINITY_DN12331_c0_g1_i4.1,0.366482374,140.0747078,4.180837317,1.001791384,10.74499071,rhythmic
TRINITY_DN35098_c0_g1_i7.1,0.251004575,190.8950354,4.68917119,0.939199822,8.843088165,rhythmic
TRINITY_DN52687_c0_g1_i5.1,0.263771877,345.926647,11.51670226,1.023177463,11.9852369,rhythmic
TRINITY_DN22095_c0_g1_i14.1,13.29310933,5.724682447,0.195832952,3.32304871,12.31506958,nonrhythmic
TRINITY_DN46728_c0_g1_i9.1,0.001320034,11.99073808,0.328617267,1.133994306,9.866132945,rhythmic
TRINITY_DN7806_c6_g1_i3.1,10.07927961,196.1587752,5.149935826,1.009086045,9.451409428,rhythmic
TRINITY_DN39537_c0_g1_i5.1,0.062916222,335.8404261,11.5901722,0.991413647,12.42394205,rhythmic
TRINITY_DN32138_c0_g1_i18.1,0.175653588,290.3229364,9.403175807,0.884365348,11.65992371,rhythmic
TRINITY_DN79023_c0_g1_i1.1,14.13344167,268.6075647,8.941953959,1.244804637,11.9844109,nonrhythmic
TRINITY_DN4832_c0_g1_i2.1,4.233208465,72.72406293,2.409066806,0.807878871,11.92540701,rhythmic
TRINITY_DN236136_c0_g1_i1.1,1.006549979,171.0477903,5.124025137,1.211298472,10.78440736,nonrhythmic
TRINITY_DN42481_c0_g1_i1.1,0.610305054,101.3471468,3.700952935,1.297853739,13.1463302,nonrhythmic
TRINITY_DN8716_c0_g1_i7.1,1.723788504,139.5831661,5.558062555,1.003363776,14.3348412,rhythmic
TRINITY_DN42503_c1_g1_i6.1,0.357000278,335.7471993,13.2530261,0.974047603,14.21036246,rhythmic
TRINITY_DN61392_c0_g1_i2.1,0.685993249,77.51599494,2.048187474,0.879743024,9.512197982,rhythmic
TRINITY_DN104256_c1_g1_i3.1,1.176102454,57.87196035,1.810539565,0.98188959,11.26269508,rhythmic
TRINITY_DN3346_c0_g1_i1.1,0.072932556,262.4637729,9.117265356,1.233222085,12.50540405,nonrhythmic
TRINITY_DN4791_c0_g1_i1.1,0.246790707,4.369741926,0.114575924,0.982621225,9.439306363,rhythmic
TRINITY_DN6315_c0_g1_i9.1,0.112634406,306.651974,8.980526368,1.170407071,10.54286216,rhythmic
TRINITY_DN187687_c1_g1_i1.1,6.662417787,0,NA,NA,Inf,nonrhythmic
TRINITY_DN187687_c1_g1_i1.2,NA,0,NA,NA,Inf,nonrhythmic
TRINITY_DN9774_c0_g1_i1.1,1.467921712,40.20268136,1.451750519,0.939065861,12.99988381,rhythmic
TRINITY_DN10017_c0_g1_i12.1,4.739903971,272.3401352,7.897523079,0.946861598,10.43954945,rhythmic
TRINITY_DN25509_c1_g1_i6.1,0.245770112,204.2665987,7.084107283,0.951406411,12.48504963,rhythmic
TRINITY_DN14333_c0_g1_i4.1,0.045733104,303.3078464,9.170004666,1.251683818,10.88399697,nonrhythmic
TRINITY_DN4175_c0_g1_i11.1,26.95177397,65.03678692,2.25625135,0.942985304,12.48909308,rhythmic
TRINITY_DN734_c0_g1_i15.1,189.1283526,329.6534945,10.21727916,0.373058987,11.15783863,nonrhythmic
TRINITY_DN7126_c0_g1_i6.1,1.376366283,90.89165612,2.990640123,0.92779736,11.84520659,rhythmic
TRINITY_DN12510_c0_g1_i14.1,1.119986352,67.3942692,2.299589698,0.939202253,12.28371939,rhythmic
TRINITY_DN2055_c1_g1_i1.1,0.177551741,309.139078,18.59303613,1.003391497,21.65204429,rhythmic
TRINITY_DN5789_c0_g1_i15.1,3.576712082,0,NA,-2.273953613,Inf,nonrhythmic
TRINITY_DN5789_c0_g1_i15.2,NA,0,NA,NA,Inf,nonrhythmic
TRINITY_DN3087_c0_g1_i8.1,0.984471735,132.9945404,5.507721058,1.135300652,14.90872915,rhythmic
TRINITY_DN121390_c0_g1_i2.1,0.153284777,157.1420024,6.843132582,0.939154903,15.67707992,rhythmic
TRINITY_DN3270_c2_g1_i2.1,2.622794795,313.7113148,8.941578641,0.946481302,10.26092512,rhythmic
TRINITY_DN193232_c0_g1_i5.1,0.018047249,261.940554,8.769025022,1.03016635,12.05177648,rhythmic
TRINITY_DN259471_c0_g1_i1.1,0.028148402,140.9069833,4.532258967,1.050884235,11.57936385,rhythmic
TRINITY_DN25830_c0_g1_i9.1,0.074148989,302.6271189,14.53991194,0.970135723,17.29642841,rhythmic
TRINITY_DN5704_c1_g3_i1.1,3.261800628,335.2798444,9.299706331,0.949002051,9.985372921,rhythmic
TRINITY_DN31847_c0_g1_i17.1,0.139751538,251.3129547,7.666269226,0.98374467,10.9817535,rhythmic
TRINITY_DN4166_c1_g1_i6.1,30.12107264,16.17090391,0.459007673,1.018571947,10.21852354,rhythmic
TRINITY_DN18031_c0_g1_i10.1,7.833491527,259.3657347,7.171343447,0.335344951,9.953834664,nonrhythmic
TRINITY_DN2803_c0_g1_i13.1,1.138141018,345.3060433,9.972927024,1.005735976,10.39730928,rhythmic
TRINITY_DN18709_c0_g1_i3.1,3.433618816,265.7952111,8.23157196,0.781687553,11.1490568,nonrhythmic
TRINITY_DN50412_c0_g1_i1.1,0.214029936,79.67762473,2.726898666,0.96012775,12.32069258,rhythmic
TRINITY_DN13031_c0_g1_i10.1,1.305184206,31.85734613,1.117799664,0.86767984,12.63155685,rhythmic
TRINITY_DN557_c0_g1_i6.1,0.048281267,253.4981098,10.46212913,1.105803825,14.85757227,rhythmic
TRINITY_DN247_c0_g1_i4.1,0.111501224,290.0845596,12.08257486,1.083342214,14.99468622,rhythmic
TRINITY_DN10933_c0_g2_i29.1,1.08775922,164.0630989,8.193180189,1.217394278,17.97811261,nonrhythmic
TRINITY_DN11553_c0_g2_i15.1,0.336533925,277.7476351,9.071342166,0.960405089,11.75773532,rhythmic
TRINITY_DN73585_c0_g1_i2.1,0.453519591,302.6264001,10.9097255,1.018853528,12.97805208,rhythmic
TRINITY_DN2408_c0_g1_i2.1,0.027482242,228.6607685,9.8888873,1.243925829,15.5689122,nonrhythmic
TRINITY_DN20750_c0_g1_i9.1,58.56312975,51.92649219,1.815462828,0.85636926,12.58638107,rhythmic
TRINITY_DN27353_c0_g1_i2.1,0.185272815,299.2187746,17.54488436,0.962018293,21.10883042,rhythmic
TRINITY_DN80004_c0_g1_i4.1,0.248893891,353.5463276,14.01607757,0.953267142,14.27192855,rhythmic
TRINITY_DN140220_c0_g1_i2.1,843.9695771,19.39398149,0.739903988,0.827760673,13.73443797,rhythmic
TRINITY_DN3996_c0_g2_i3.1,154.2056266,283.3653238,9.078476746,0.977571896,11.53370351,rhythmic
TRINITY_DN28612_c0_g2_i8.1,0.349216671,77.4039672,2.617787551,0.851178736,12.175132,rhythmic
TRINITY_DN3215_c0_g1_i2.1,6.712767741,253.400836,7.748502655,0.832274415,11.00809689,rhythmic
TRINITY_DN8062_c0_g1_i6.1,0.06565879,232.3852371,6.919454879,1.079243501,10.71928573,rhythmic
TRINITY_DN4684_c0_g1_i8.1,7.362188511,253.3074126,8.182017194,0.864520193,11.62826686,rhythmic
TRINITY_DN22970_c0_g1_i18.1,1.043978427,29.17960643,0.76754461,0.915404217,9.469492337,rhythmic
TRINITY_DN446_c3_g1_i5.1,0.767552268,8.806538772,0.242202031,1.079700585,9.900908122,rhythmic
TRINITY_DN283197_c0_g1_i1.1,0.004108218,144.2152819,4.739185431,1.066925563,11.83027716,rhythmic
TRINITY_DN16614_c0_g1_i12.1,0.46120394,55.36212535,1.948061317,0.975278481,12.66754247,rhythmic
TRINITY_DN618_c0_g1_i1.1,0.918940311,165.1096378,5.360272805,1.045624206,11.68737473,rhythmic
TRINITY_DN30469_c0_g1_i3.1,0.890365743,220.9661581,7.856124064,0.850599074,12.79926613,rhythmic
TRINITY_DN1250_c1_g1_i5.1,7.64735756,72.55472339,2.502351451,1.191423561,12.41609754,rhythmic
TRINITY_DN1033_c0_g1_i9.1,1482.624344,113.6271073,4.403648607,0.902561873,13.95189524,rhythmic
TRINITY_DN8766_c0_g1_i4.1,0.154384155,10.38341371,0.537415624,1.024351071,18.6325644,rhythmic
TRINITY_DN110515_c0_g1_i12.1,0.277581763,6.537332872,0.24750454,0.939761222,13.62966151,rhythmic
TRINITY_DN7245_c0_g1_i1.1,51.34549565,0,NA,NA,Inf,nonrhythmic
TRINITY_DN7245_c0_g1_i1.2,NA,0,NA,NA,Inf,nonrhythmic
TRINITY_DN4189_c0_g1_i2.1,8.462367408,77.06806476,2.915116796,1.002832395,13.61708056,rhythmic
TRINITY_DN663_c1_g1_i18.1,18.12265192,320.6746218,9.132790493,0.854100115,10.25277448,rhythmic
TRINITY_DN6581_c0_g1_i12.1,0.041954524,295.7340578,12.35265625,1.179527712,15.0370109,rhythmic
TRINITY_DN20465_c0_g1_i7.1,1.683578317,207.911802,7.489659318,0.452854983,12.96837086,nonrhythmic
TRINITY_DN154365_c0_g1_i1.1,2.27838,322.8755413,8.557807409,1.045529444,9.541790174,rhythmic
TRINITY_DN85025_c0_g1_i4.1,0.030271799,185.8069021,7.698196598,1.014065928,14.91521974,rhythmic
TRINITY_DN28568_c0_g1_i4.1,0.376423027,109.5047322,3.397791717,0.961910316,11.17033934,rhythmic
TRINITY_DN56861_c0_g1_i3.1,0.12659466,212.3017832,7.985927427,0.849490833,13.54173211,rhythmic
TRINITY_DN50364_c0_g1_i1.1,0.724005353,359.6373706,13.79649022,1.244379769,13.81040149,nonrhythmic
TRINITY_DN24169_c1_g1_i8.1,3.105893218,70.34545018,4.676386545,0.950433667,23.93188404,rhythmic
TRINITY_DN36551_c0_g1_i9.1,0.023043693,297.8743981,9.4422444,1.371901582,11.41154797,nonrhythmic
TRINITY_DN40284_c0_g1_i1.1,0.070288477,158.7673227,6.992225321,0.883284629,15.85465493,rhythmic
TRINITY_DN92070_c0_g1_i5.1,88.99228638,217.673107,11.0815528,1.15211515,18.3272939,rhythmic
TRINITY_DN2478_c2_g1_i1.1,1.306233635,282.0427607,8.48767444,0.926272469,10.83368632,rhythmic
TRINITY_DN8442_c0_g1_i2.1,0.205337057,203.3808617,7.717271642,0.996749523,13.66017318,rhythmic
TRINITY_DN3539_c8_g1_i12.1,0.075899986,220.7077305,9.191110628,1.000368916,14.99177133,rhythmic
TRINITY_DN47059_c0_g1_i5.1,2.129686778,312.4650454,9.973447642,1.27021418,11.49069697,nonrhythmic
TRINITY_DN1036_c5_g1_i8.1,2.287862793,60.96665157,1.781365783,0.287997538,10.51872893,nonrhythmic
TRINITY_DN12937_c0_g1_i5.1,0.5493734,294.0171265,8.444344081,1.022849951,10.33941085,rhythmic
TRINITY_DN6670_c0_g1_i8.1,4.355300375,120.5128866,3.480665909,0.94257238,10.397558,rhythmic
TRINITY_DN3255_c0_g2_i11.1,1.672302648,48.49574223,1.739725929,0.953781526,12.91456333,rhythmic
TRINITY_DN12247_c0_g1_i15.1,0.562180741,263.2755631,6.734047251,0.834697648,9.208059349,rhythmic
TRINITY_DN50053_c0_g1_i12.1,0.073685984,112.2501919,3.718874563,0.988861879,11.92688244,rhythmic
TRINITY_DN82665_c0_g1_i10.1,0.768214399,43.48762673,1.42584118,0.950174471,11.80342234,rhythmic
TRINITY_DN19424_c0_g1_i12.1,2.099195378,244.9605184,8.082222638,0.738515486,11.87783308,nonrhythmic
TRINITY_DN81679_c0_g1_i3.1,0.078067005,232.363696,12.40511204,1.21795469,19.21918273,nonrhythmic
TRINITY_DN15387_c0_g1_i6.1,0.384010209,46.95134433,1.673774412,0.945685895,12.83368553,rhythmic
